name,state_abbr,lat,long,pop_estimate_2022,county_fips,division,full_name,place_fips,sum_lev,lsadc,display_name,address,url
"East Lansing","MI","42.7489125","-84.4824417","47741","","3","East Lansing city","24120","160","25","City of East Lansing","410 Abbot Rd, East Lansing, MI 48823, USA","http://www.cityofeastlansing.com/"
"Eclectic","AL","32.6402222","-86.0410625","1193","","6","Eclectic town","22816","160","43","Town of Eclectic","145 Main St, Eclectic, AL 36024, USA","http://www.townofeclectic.com"
"Edgefield","SC","33.7764976","-81.9682452","25657","37","5","Edgefield County","","50","06","Edgefield County","124 Courthouse Square, Edgefield, SC 29824, USA","http://www.edgefieldcounty.sc.gov/"
"Edgefield","SC","33.7871898","-81.9280399","2322","","5","Edgefield town","22795","160","43","Town of Edgefield","402 Main St, Edgefield, SC 29824, USA","https://edgefieldcounty.sc.gov/"
"Edisto Beach","SC","32.4987191","-80.3134875","1033","","5","Edisto Beach town","23020","160","43","Town of Edisto Beach","2414 Murray St, Edisto Island, SC 29438, USA","http://www.townofedistobeach.com/"
"El Paso","TX","31.8477804","-106.4311055","678815","","7","El Paso city","24000","160","25","City of El Paso","300 N Campbell St, El Paso, TX 79901, USA","http://www.elpasotexas.gov/"
"Elba","AL","31.417218","-86.0771151","3508","","6","Elba city","23296","160","25","City of Elba","200 Buford St, Elba, AL 36323, USA","https://www.elbaal.gov"
"Elmore","AL","32.597229","-86.1427347","87977","51","6","Elmore County","","50","06","Elmore County","8917 US-231 Suite 600, Wetumpka, AL 36092, USA","http://www.elmoreco.org/"
"Emporia","VA","36.696182","-77.5359753","5766","","5","Emporia city","25808","160","25","City of Emporia","201 S Main St, Emporia, VA 23847, USA","http://www.ci.emporia.va.us"
"Enterprise","AL","31.3268985","-85.8440213","28711","","6","Enterprise city","24184","160","25","City of Enterprise","501 S Main St, Enterprise, AL 36330, USA","https://www.enterpriseal.gov/"
"Essex","VA","37.936389","-76.9337475","10599","57","5","Essex County","","50","06","Essex County","202 S Church Ln, Tappahannock, VA 22560, USA","https://www.essexva.gov"
"Estill","SC","32.7538609","-81.241189","1821","","5","Estill town","23830","160","43","Town of Estill","Estill, SC 29918, USA","https://townofestill.sc.gov/"
"Eufaula","AL","31.9099374","-85.1527087","12882","","6","Eufaula city","24568","160","25","City of Eufaula","205 E Barbour St, Eufaula, AL 36027, USA","https://www.eufaulaalabama.com/"
"Evanston","IL","42.0463909","-87.6943525","78110","","3","Evanston city","24582","160","25","City of Evanston","2100 Ridge Ave, Evanston, IL 60201, USA","http://www.cityofevanston.org/"
"Fairfax","VA","38.8531833","-77.2990252","24146","","5","Fairfax city","26496","160","25","City of Fairfax","10455 Armstrong St, Fairfax, VA 22030, USA","https://www.fairfaxva.gov/"
"Fairfax","VA","38.8295203","-77.2732524","1150309","59","5","Fairfax County","","50","06","Fairfax County","","http://www.fairfaxcounty.gov"
"Fairfield","AL","33.4747785","-86.9194129","10000","","6","Fairfield city","25120","160","25","City of Fairfield","4701 Gary Ave, Fairfield, AL 35064, USA","https://cityoffairfieldal.org/"
"Fairfield","SC","34.3956685","-81.1270007","20948","39","5","Fairfield County","","50","06","Fairfield County","350 Columbia Rd, Winnsboro, SC 29180, USA","https://www.fairfieldsc.com/"
"Fairhope","AL","30.52092","-87.879122","22477","","6","Fairhope city","25240","160","25","City of Fairhope","161 N Section St, Fairhope, AL 36532, USA","http://www.fairhopeal.gov"
"Falls Church","VA","38.884722","-77.1756027","14658","","5","Falls Church city","27200","160","25","City of Falls Church","","https://fallschurchva.gov/"
"Farmville","VA","37.2961154","-78.4004468","7473","","5","Farmville town","27440","160","43","Town of Farmville","116 N Main St, Farmville, VA 23901, USA","http://www.FarmvilleVA.com"
"Fauquier","VA","38.7440956","-77.8215005","72972","61","5","Fauquier County","","50","06","Fauquier County","10 Hotel St, Warrenton, VA 20186, USA","http://www.fauquiercounty.gov"
"Fayette","AL","33.6942153","-87.831169","4285","","6","Fayette city","25840","160","25","City of Fayette","203 Temple Ave N, Fayette, AL 35555, USA","http://fayetteal.org"
"Fenton","MI","42.8302525","-83.7517388","16843","49","3","Fenton charter township","27780","60","49","Charter Township of Fenton","16199 Grandview Dr, Fenton, MI 48430, USA","https://www.fentontownship.org/"
"Fitchburg","WI","42.9857823","-89.4253343","29609","","3","Fitchburg city","25950","160","25","City of Fitchburg","5520 Lacy Rd, Fitchburg, WI 53711, USA","http://www.fitchburgwi.gov/"
"Florence","AL","34.8303226","-87.6661386","40184","","6","Florence city","26896","160","25","City of Florence","110 W College St, Florence, AL 35630, USA","https://florenceal.org"
"Florence","SC","34.1779101","-79.7901041","39899","","5","Florence city","25810","160","25","City of Florence","4308 Khale Street, Florence, SC 29501, USA","https://www.cityofflorence.com/"
"Florence","SC","34.0285346","-79.7102329","137059","41","5","Florence County","","50","06","Florence County","180 N Irby St, Florence, SC 29501, USA","https://www.florenceco.org/"
"Florida","FL","28.3989775","-82.5143005","21538187","","5","Florida","","40","00","Florida","","https://www.myflorida.com/"
"Floyd","VA","36.9314331","-80.3502662","15476","63","5","Floyd County","","50","06","Floyd County","202 E Main St upper level, Floyd, VA 24091, USA","https://www.floydcova.gov/"
"Foley","AL","30.3970092","-87.6642111","20335","","6","Foley city","26992","160","25","City of Foley","407 E Laurel Ave, Foley, AL 36535, USA","https://cityoffoley.org"
"Folly Beach","SC","32.6692835","-79.9605766","2078","","5","Folly Beach city","26035","160","25","City of Folly Beach","","https://www.cityoffollybeach.com/"
"Fluvanna","VA","37.830584","-78.2834938","27249","65","5","Fluvanna County","","50","06","Fluvanna County","","http://www.fluvannacounty.org"
"Forest Acres","SC","34.0331199","-80.9731603","10617","","5","Forest Acres city","26305","160","25","City of Forest Acres","5209 N Trenholm Rd, Columbia, SC 29206, USA","https://www.forestacres.net/"
"Forsyth","NC","36.1324661","-80.2569608","382590","67","5","Forsyth County","","50","06","Forsyth County","201 N Chestnut St, Winston-Salem, NC 27101, USA","http://www.forsyth.cc"
"Fort Mill","SC","35.0059974","-80.9400001","24521","","5","Fort Mill town","26890","160","43","Town of Fort Mill","200 Tom Hall St, Fort Mill, SC 29715, USA","https://fortmillsc.gov/"
"Fort Payne","AL","34.4573293","-85.6894469","14877","","6","Fort Payne city","27616","160","25","City of Fort Payne","200 Gault Ave S #1, Fort Payne, AL 35967, USA","https://fortpayne.org/"
"Fort Worth","TX","32.7815183","-97.346746","918915","","7","Fort Worth city","27000","160","25","City of Fort Worth","200 Texas St, Fort Worth, TX 76102, USA","https://www.fortworthtexas.gov"
"Fountain Inn","SC","34.6987778","-82.2013495","10416","","5","Fountain Inn city","27070","160","25","City of Fountain Inn","200 N Main St, Fountain Inn, SC 29644, USA","https://www.fountaininn.org/"
"Frankenmuth","MI","43.3328316","-83.7391291","4987","","3","Frankenmuth city","30200","160","25","City of Frankenmuth","240 W Genesee St, Frankenmuth, MI 48734, USA","http://www.frankenmuthcity.com/"
"Franklin","VA","36.6840142","-76.9413956","8180","","5","Franklin city","29600","160","25","City of Franklin","207 W 2nd Ave, Franklin, VA 23851, USA","http://www.franklinva.com"
"Franklin","VA","36.9911862","-79.8827149","54477","67","5","Franklin County","","50","06","Franklin County","1255 Franklin St, Rocky Mount, VA 24151, USA","http://www.franklincountyva.gov"
"Frederick","VA","39.2036601","-78.2638291","91419","69","5","Frederick County","","50","06","Frederick County","107 N Kent St, Winchester, VA 22601, USA","http://www.fcva.us"
"Fredericksburg","VA","38.2992718","-77.4866583","27982","","5","Fredericksburg city","29744","160","25","City of Fredericksburg","715 Princess Anne St, Fredericksburg, VA 22401, USA","http://www.fredericksburgva.gov"
"Frisco","TX","33.1554266","-96.8225959","200509","","7","Frisco city","27684","160","25","City of Frisco","6101 Frisco Square Blvd, Frisco, TX 75034, USA","http://www.friscotexas.gov"
"Front Royal","VA","38.9249525","-78.1834257","15011","","5","Front Royal town","29968","160","43","Town of Front Royal","102 E Main St, Front Royal, VA 22630, USA","https://www.frontroyalva.com/"
"Fultondale","AL","33.617363","-86.8014361","9876","","6","Fultondale city","28552","160","25","City of Fultondale","1210 Old Walker Chapel Rd, Fultondale, AL 35068, USA","https://fultondale.com"
"Fyffe","AL","34.4489572","-85.905167","967","","6","Fyffe town","28672","160","43","Town of Fyffe","514 Campbell St, Fyffe, AL 35971, USA",""
"Gadsden","AL","34.0065967","-86.0160783","33945","","6","Gadsden city","28696","160","25","City of Gadsden","90 Broad St, Gadsden, AL 35901, USA","http://www.cityofgadsden.com"
"Gainesville","FL","29.6806943","-82.3491748","141085","","5","Gainesville city","25175","160","25","City of Gainesville","200 E University Ave, Gainesville, FL 32601, USA","https://www.gainesvillefl.gov/"
"Galax","VA","36.6656397","-80.9143083","6720","","5","Galax city","30208","160","25","City of Galax","","http://www.galaxva.com"
"Gardendale","AL","33.6765865","-86.8098439","16044","","6","Gardendale city","29056","160","25","City of Gardendale","925 Main St, Gardendale, AL 35071, USA","https://www.cityofgardendale.com/"
"Gaston","SC","33.8179679","-81.0997489","1608","","5","Gaston town","28780","160","43","Town of Gaston","131 N Carlisle St, Gaston, SC 29053, USA","http://gastonsc.org"
"Gaston","NC","35.2933443","-81.1772556","227943","71","5","Gaston County","","50","06","Gaston County","128 W Main Ave, Gastonia, NC 28052, USA","https://gastongov.com"
"Geneva","AL","31.0448857","-85.876818","4245","","6","Geneva city","29464","160","25","City of Geneva","517 S Commerce St, Geneva, AL 36340, USA","https://www.genevaal.gov"
"Georgetown","SC","33.4175309","-79.2963325","63404","43","5","Georgetown County","","50","06","Georgetown County","716 Prince St, Georgetown, SC 29440, USA","https://www.gtcounty.org/"
"Giles","VA","37.3180719","-80.698321","16787","71","5","Giles County","","50","06","Giles County","203 N Main St, Pearisburg, VA 24134, USA","https://virginiasmtnplayground.com/"
"Glencoe","AL","33.9483393","-85.9336056","5372","","6","Glencoe city","29992","160","25","City of Glencoe","201 Chastain Blvd W, Glencoe, AL 35905, USA","https://cityofglencoe.org/"
"Glencoe","IL","42.1344886","-87.7631783","8849","","3","Glencoe village","29652","160","47","Village of Glencoe","675 Village Ct #1609, Glencoe, IL 60022, USA","http://www.villageofglencoe.org/"
"Gloucester","VA","37.4035413","-76.5235051","38711","73","5","Gloucester County","","50","06","Gloucester County","","https://gloucesterva.gov/"
"Goochland","VA","37.7188141","-77.9176263","24727","75","5","Goochland County","","50","06","Goochland County","1800 Sandy Hook Rd, Goochland, VA 23063, USA","https://www.goochlandva.us/"
"Good Hope","AL","34.1103299","-86.8661784","2483","","6","Good Hope city","30496","160","25","City of Good Hope","135 Municipal Dr, Cullman, AL 35057, USA","http://goodhopeal.com"
"Goodwater","AL","33.0607127","-86.0524864","1291","","6","Goodwater town","30640","160","43","Town of Goodwater","55 N Main St, Goodwater, AL 35072, USA",""
"Goose Creek","SC","32.994906","-80.009245","45946","","5","Goose Creek city","29815","160","25","City of Goose Creek","519 N Goose Creek Blvd, Goose Creek, SC 29445, USA","http://www.cityofgoosecreek.com/"
"Gordo","AL","33.3222863","-87.9036812","1628","","6","Gordo town","30736","160","43","Town of Gordo","25207 US-82, Gordo, AL 35466, USA","http://www.townofgordo.org"
"Gordon","AL","31.1436055","-85.0925038","294","","6","Gordon town","30760","160","43","Town of Gordon","692 Tifton Rd, Gordon, AL 36343, USA","http://www.townofgordo.org"
"Gordonville","AL","32.1591791","-86.7042347","245","","6","Gordonville town","30808","160","43","Town of Gordonville","494 Wall St, Gordonville, AL 36040, USA","http://www.townofgordo.org"
"Grand Rapids","MI","42.961156","-85.6555701","198917","","3","Grand Rapids city","34000","160","25","City of Grand Rapids","","https://www.grandrapidsmi.gov/"
"Grant","AL","34.5181726","-86.2604297","1039","","6","Grant town","31096","160","43","Town of Grant","4766 Main St, Grant, AL 35747, USA","http://www.grantal.org"
"Grayson","VA","36.6522288","-81.215324","15333","77","5","Grayson County","","50","06","Grayson County","129 State Rte T 1101, Independence, VA 24348, USA","https://www.graysoncountyva.gov/"
"Graysville","AL","33.633756","-86.9413975","1950","","6","Graysville city","31384","160","25","City of Graysville","246 S Main St, Graysville, AL 35073, USA","https://graysvillecity.nexbillpayonline.com"
"Great Falls","SC","34.5721311","-80.9053042","1951","","5","Great Falls town","30490","160","43","Town of Great Falls","810 Dearborn St, Great Falls, SC 29055, USA","https://www.greatfallssc.org/"
"Greene","VA","38.2979805","-78.4701629","20552","79","5","Greene County","","50","06","Greene County","40 Celt Rd, Stanardsville, VA 22973, USA","https://www.greenecountyva.gov/"
"Greensville","VA","36.6803363","-77.5602774","11391","81","5","Greensville County","","50","06","Greensville County","1781 Greensville County Cir, Emporia, VA 23847, USA","https://www.greensvillecountyva.gov/"
"Greenville","AL","31.8430722","-86.6369515","7374","","6","Greenville city","31912","160","25","City of Greenville","119 E Commerce St, Greenville, AL 36037, USA","https://www.greenvilleal.gov/"
"Greenville","SC","34.8369021","-82.362997","70720","","5","Greenville city","30850","160","25","City of Greenville","206 S Main St, Greenville, SC 29601, USA","http://www.greenvillesc.gov"
"Greenville","SC","34.8926452","-82.3720772","525534","45","5","Greenville County","","50","06","Greenville County","","https://www.greenvillecounty.org/"
"Greenwood","SC","34.1954089","-82.1536663","22545","","5","Greenwood city","30895","160","25","City of Greenwood","City Of Greenwood Municipal Building, 520 Monument St, Greenwood, SC 29646, USA","https://www.cityofgreenwoodsc.com/"
"Greenwood","SC","34.1557959","-82.1278759","69351","47","5","Greenwood County","","50","06","Greenwood County","125 Willard Rd, Greenwood, SC 29649, USA","https://www.greenwoodcounty-sc.gov"
"Greer","SC","34.9304068","-82.2375855","35308","","5","Greer city","30985","160","25","City of Greer","","http://www.cityofgreer.org/"
"Grimes","TX","30.5432314","-95.988082","29268","185","7","Grimes County","","50","06","Grimes County","270 FM 149, Anderson, TX 77830, USA","https://grimescountytexas.gov"
"Guin","AL","33.9832195","-87.9023629","2195","","6","Guin city","32224","160","25","City of Guin","7500 US-43, Guin, AL 35563, USA","http://www.guinal.org"
"Gulf Shores","AL","30.2758365","-87.7012579","15014","","6","Gulf Shores city","32272","160","25","City of Gulf Shores","1905 W 1st St, Gulf Shores, AL 36542, USA","https://www.gulfshoresal.gov/"
"Halifax","VA","36.766461","-78.9396142","34022","83","5","Halifax County","","50","06","Halifax County","70 S Main St, Halifax, VA 24558, USA","https://www.halifaxcountyva.gov"
"Hamilton","OH","39.1969272","-84.5441868","830639","61","3","Hamilton County","","50","06","Hamilton County","","http://www.hamilton-co.org"
"Hanahan","SC","32.931084","-80.0015825","20325","","5","Hanahan city","32065","160","25","City of Hanahan","1255 Yeamans Hall Rd, Hanahan, SC 29410, USA","https://www.cityofhanahan.com/"
"Hanover","VA","37.7602149","-77.4913168","109979","85","5","Hanover County","","50","06","Hanover County","7516 County Complex Rd, Hanover, VA 23069, USA","http://www.hanovercounty.gov/"
"Harrisonburg","VA","38.4362547","-78.8733028","51814","","5","Harrisonburg city","35624","160","25","City of Harrisonburg","","https://www.harrisonburgva.gov"
"Hartsville","SC","34.3660033","-80.0832614","7446","","5","Hartsville city","32560","160","25","City of Hartsville","100 E Carolina Ave, Hartsville, SC 29550, USA","http://www.hartsvillesc.gov/"
"Hawaii","HI","19.8281671","-155.4950421","1455271","","9","Hawaii","","40","00","Hawaii","","https://portal.ehawaii.gov/"
"Hawaii","HI","19.5977643","-155.5024434","200629","1","9","Hawaii County","","50","06","Hawaii County","25 Aupuni St, Hilo, HI 96720, USA","https://www.hawaiicounty.gov/"
"Hazel Park","MI","42.4619261","-83.0976927","14983","","3","Hazel Park city","37420","160","25","City of Hazel Park","111 E 9 Mile Rd, Hazel Park, MI 48030, USA","https://www.hazelpark.org"
"Henrico","VA","37.4375205","-77.300333","334389","87","5","Henrico County","","50","06","Henrico County","3820 Nine Mile Rd, Richmond, VA 23223, USA","https://henrico.gov"
"Henry","VA","36.6206119","-79.9806618","50948","89","5","Henry County","","50","06","Henry County","3300 Kings Mountain Rd, Martinsville, VA 24112, USA","http://www.henrycountyva.gov/"
"Herndon","VA","38.9704119","-77.3870725","24655","","5","Herndon town","36648","160","43","Town of Herndon","777 Lynn St #105, Herndon, VA 20170, USA","http://www.herndon-va.gov"
"Hilton Head Island","SC","32.190307","-80.7384343","37661","","5","Hilton Head Island town","34045","160","43","Town of Hilton Head Island","1 Town Center Ct, Hilton Head Island, SC 29928, USA","http://www.hiltonheadislandsc.gov"
"Holly Hill","SC","33.3244402","-80.4130622","1298","","5","Holly Hill town","34360","160","43","Town of Holly Hill","Peake St, Holly Hill, SC 29059, USA","https://hollyhill.sc.gov/"
"Hollywood","SC","32.7512512","-80.2019277","5339","","5","Hollywood town","34495","160","43","Town of Hollywood","5150 SC-165, Hollywood, SC 29449, USA","http://www.townofhollywood.org"
"Honea Path","SC","34.4476194","-82.3949569","3686","","5","Honea Path town","34810","160","43","Town of Honea Path","204 S Main St, Honea Path, SC 29654, USA","https://honeapathsc.com/"
"Hopewell","VA","37.2910098","-77.2989443","23033","","5","Hopewell city","38424","160","25","City of Hopewell","300 N Main St, Hopewell, VA 23860, USA","https://www.hopewellva.gov/"
"Horry","SC","33.9092694","-78.9766749","351029","51","5","Horry County","","50","06","Horry County","1301 2nd Ave, Conway, SC 29526, USA","https://www.horrycountysc.gov/"
"Huntsville","AL","34.7822752","-86.5325989","215006","","6","Huntsville city","37000","160","25","City of Huntsville","308 Fountain Cir SW, Huntsville, AL 35801, USA","https://www.huntsvilleal.gov"
"Indiana","IN","39.9013136","-86.2919129","6785528","","3","Indiana","","40","00","Indiana","","http://in.gov/"
"Indianapolis","IN","39.7766644","-86.1459355","887642","","3","Indianapolis city (balance)","36003","160","","City of Indianapolis (balance)","200 E Washington St G30, Indianapolis, IN 46204, USA","http://www.indy.gov/"
"Inman","SC","35.0461341","-82.0898083","2990","","5","Inman city","35755","160","25","City of Inman","20 S Main St, Inman, SC 29349, USA","https://www.cityofinman.org/"
"Iowa","IA","42.0700243","-93.4933473","3190369","","4","Iowa","","40","00","Iowa","","https://www.iowa.gov/"
"Isle of Palms","SC","32.8039438","-79.7523529","4347","","5","Isle of Palms city","36115","160","25","City of Isle of Palms","1207 Palm Blvd, Isle of Palms, SC 29451, USA","http://www.iop.net/"
"Isle of Wight","VA","36.9014184","-76.7075688","38606","93","5","Isle of Wight County","","50","06","Isle of Wight County","17090 Monument Cir #138, Isle of Wight, VA 23397, USA","http://www.co.isle-of-wight.va.us"
"Jackson","MS","32.315834","-90.2128502","153701","","6","Jackson city","36000","160","25","City of Jackson","219 S President St, Jackson, MS 39201, USA","http://www.jacksonms.gov/"
"Jackson","SC","33.328575","-81.7920146","1521","","5","Jackson town","36205","160","43","Town of Jackson","106 Main St, Jackson, SC 29831, USA","http://www.jackson-sc.gov/"
"James City","VA","37.3248367","-76.7778878","78254","95","5","James City County","","50","06","James City County","Building E, 101 Mounts Bay Rd, Williamsburg, VA 23185, USA","http://www.jamescitycountyva.gov"
"James Island","SC","32.7361218","-79.9371837","11621","","5","James Island town","36430","160","43","Town of James Island","1122 Dills Bluff Rd, Charleston, SC 29412, USA","https://www.jamesislandsc.us/"
"Jasper","SC","32.43059","-81.021627","28791","53","5","Jasper County","","50","06","Jasper County","651 Grays Hwy, Ridgeland, SC 29936, USA","http://www.jaspercountysc.gov"
"Jersey City","NJ","40.7114174","-74.0647599","292449","","2","Jersey City city","36000","160","25","City of Jersey City","280 Grove St, Jersey City, NJ 07302, USA","https://www.jerseycitynj.gov/"
"Johnsonville","SC","33.8142395","-79.444288","1378","","5","Johnsonville city","37105","160","25","City of Johnsonville","","https://www.cityofjohnsonville.com/"
"Kansas","KS","38.4985464","-98.3834298","2937880","","4","Kansas","","40","00","Kansas","","https://portal.kansas.gov"
"Kenosha","WI","42.5858816","-87.8763984","169151","59","3","Kenosha County","","50","06","Kenosha County","1010 56th St, Kenosha, WI 53140, USA","http://www.kenoshacounty.org"
"Kershaw","SC","34.3383561","-80.5908847","65403","55","5","Kershaw County","","50","06","Kershaw County","515 Walnut St, Camden, SC 29020, USA","http://www.kershaw.sc.gov/"
"Kiawah Island","SC","32.6164419","-80.0605945","2013","","5","Kiawah Island town","38162","160","43","Town of Kiawah Island","4475 Betsy Kerrison Pkwy, Johns Island, SC 29455, USA","http://www.kiawahisland.org/"
"King and Queen","VA","37.7177719","-76.9055814","6608","97","5","King and Queen County","","50","06","King and Queen County","242 Allens Cir g, King and Queen Court House, VA 23085, USA","https://kingandqueenco.net"
"Kingstree","SC","33.6672305","-79.828661","3244","","5","Kingstree town","38590","160","43","Town of Kingstree","401 N Longstreet St, Kingstree, SC 29556, USA","https://kingstree.org/town-services/administration-finance/"
"La Fayette","AL","32.8994267","-85.4007947","2684","","6","La Fayette city","40672","160","25","City of La Fayette","50 Alabama Ave W, La Fayette, AL 36862, USA","http://fayetteal.org"
"Lake City","SC","33.8677249","-79.7538846","5903","","5","Lake City city","39310","160","25","City of Lake City","202 Kelley St, Lake City, SC 29560, USA","https://lakecitysc.gov/"
"Lakewood","CO","39.6989385","-105.1175735","155984","","8","Lakewood city","43000","160","25","City of Lakewood","480 S Allison Pkwy, Lakewood, CO 80226, USA","http://www.lakewood.org/"
"Lancaster","SC","34.7240348","-80.7793356","8460","","5","Lancaster city","39895","160","25","City of Lancaster","216 S Catawba St, Lancaster, SC 29720, USA","http://www.lancastercitysc.com/"
"Lancaster","VA","37.7048433","-76.4126628","10919","103","5","Lancaster County","","50","06","Lancaster County","8311 Mary Ball Rd, Lancaster, VA 22503, USA","http://www.lancova.com"
"Landrum","SC","35.175093","-82.1857266","2481","","5","Landrum city","40075","160","25","City of Landrum","100 N Shamrock Ave, Landrum, SC 29356, USA","https://cityoflandrumsc.com/"
"Lansing","MI","42.7143412","-84.5608887","112644","","3","Lansing city","46000","160","25","City of Lansing","124 W Michigan Ave, Lansing, MI 48933, USA","http://www.lansingmi.gov/"
"Las Vegas","NV","36.2334989","-115.2640367","641903","","8","Las Vegas city","40000","160","25","City of Las Vegas","495 S Main St, Las Vegas, NV 89101, USA","http://www.lasvegasnevada.gov/"
"Laurens","SC","34.4836761","-82.0054976","67539","59","5","Laurens County","","50","06","Laurens County","Barksdale Square Shopping Center, 100 Hillcrest Square # C, Laurens, SC 29360, USA","https://laurenscounty.us/"
"Laurens","SC","34.5022471","-82.0207333","9335","","5","Laurens city","40615","160","25","City of Laurens","126 E Public Square, Laurens, SC 29360, USA","http://www.cityoflaurenssc.com/"
"Lee","VA","36.7017206","-83.1301117","22173","105","5","Lee County","","50","06","Lee County","33640 Main St Courthouse, Jonesville, VA 24263, USA","http://www.leecova.org/"
"Lee","SC","34.1586401","-80.2512086","16531","61","5","Lee County","","50","06","Lee County","123 S Main St, Bishopville, SC 29010, USA","https://www.leecountysc.org/"
"Leesburg","VA","39.1062906","-77.5552437","48250","","5","Leesburg town","44984","160","43","Town of Leesburg","25 W Market St, Leesburg, VA 20176, USA","http://www.leesburgva.gov"
"Lexington","VA","37.7823316","-79.4443196","7320","","5","Lexington city","45512","160","25","City of Lexington","300 E Washington St, Lexington, VA 24450, USA","http://www.lexingtonva.gov/"
"Lexington","SC","33.8992461","-81.2661183","293991","63","5","Lexington County","","50","06","Lexington County","LEXINGTON COUNTY ADMINISTRATION BUILDING, 212 S Lake Dr # B02, Lexington, SC 29072, USA","https://lex-co.sc.gov/"
"Lexington","SC","33.9928771","-81.2217971","23568","","5","Lexington town","41335","160","43","Town of Lexington","111 Maiden Ln, Lexington, SC 29072, USA","https://www.lexsc.gov/"
"Liberty","SC","34.7909626","-82.7014393","3366","","5","Liberty city","41380","160","25","City of Liberty","206 W Front St, Liberty, SC 29657, USA","https://www.libertysc.com/"
"Loris","SC","34.0574757","-78.8884197","2449","","5","Loris city","42730","160","25","City of Loris","401 Walnut St, Loris, SC 29569, USA","https://www.cityoflorissc.com/"
"Los Angeles","CA","34.0193936","-118.4108248","3898747","","9","Los Angeles city","44000","160","25","City of Los Angeles","200 N Spring St, Los Angeles, CA 90012, USA","https://lacity.gov"
"Loudoun","VA","39.0812","-77.6388976","420959","107","5","Loudoun County","","50","06","Loudoun County","1 Harrison St SE, Leesburg, VA 20175, USA","http://www.loudoun.gov/"
"Louisa","VA","37.9727041","-77.959795","37596","109","5","Louisa County","","50","06","Louisa County","1 Woolfolk Ave, Louisa, VA 23093, USA","https://www.louisacounty.gov/"
"Louisiana","LA","30.8634368","-91.7987173","4657757","","7","Louisiana","","40","00","Louisiana","","https://www.louisiana.gov"
"Lunenburg","VA","36.9455547","-78.2405281","11936","111","5","Lunenburg County","","50","06","Lunenburg County","11413 Courthouse Rd, Lunenburg, VA 23952, USA","https://lunenburgva.gov/"
"Luray","VA","38.6648087","-78.4550292","4831","","5","Luray town","47528","160","43","Town of Luray","Town Hall, 45 E Main St, Luray, VA 22835, USA","http://www.townofluray.com"
"Luverne","AL","31.7189412","-86.2690815","2765","","6","Luverne city","44728","160","25","City of Luverne","22 E 5th St, Luverne, AL 36049, USA","https://luverne.org"
"Lyman","SC","34.9679795","-82.1366978","6173","","5","Lyman town","43315","160","43","Town of Lyman","81 Groce Rd, Lyman, SC 29365, USA","http://www.lymansc.gov/"
"Lynchburg","VA","37.3990161","-79.1954582","79009","","5","Lynchburg city","47672","160","25","City of Lynchburg","900 Church St, Lynchburg, VA 24504, USA","http://www.lynchburgva.gov"
"Madison","WI","43.0878147","-89.4298563","269840","","3","Madison city","48000","160","25","City of Madison","2120 Fish Hatchery Rd, Madison, WI 53713, USA","http://www.cityofmadison.com"
"Madison","VA","38.4120586","-78.2769614","13837","113","5","Madison County","","50","06","Madison County","302 Thrift Rd, Madison, VA 22727, USA","https://www.madisonco.virginia.gov/"
"Manassas","VA","38.7468077","-77.4826328","42772","","5","Manassas city","48952","160","25","City of Manassas","9027 Center St, Manassas, VA 20110, USA","https://www.manassasva.gov"
"Manassas Park","VA","38.7693983","-77.442323","17219","","5","Manassas Park city","48968","160","25","City of Manassas Park","100 Park Central Plaza, Manassas Park, VA 20111, USA","https://www.manassasparkva.gov/"
"Manatee","FL","27.4755558","-82.3931438","399710","81","5","Manatee County","","50","06","Manatee County","1112 Manatee Ave W, Bradenton, FL 34205, USA","http://www.mymanatee.org"
"Manning","SC","33.6933226","-80.2167614","3878","","5","Manning city","44350","160","25","City of Manning","29 W Boyce St, Manning, SC 29102, USA","http://www.cityofmanning.org/"
"Maricopa","AZ","33.3451756","-112.4989296","4420568","13","8","Maricopa County","","50","06","Maricopa County","100 W Washington St, Phoenix, AZ 85003, USA","http://www.maricopa.gov/"
"Marion","SC","34.1786584","-79.3956587","6448","","5","Marion city","44575","160","25","City of Marion","107 S Main St, Marion, SC 29571, USA","http://www.marionsc.gov/"
"Marion","SC","34.0836195","-79.3540014","29183","67","5","Marion County","","50","06","Marion County","2523 East Highway 76, 2523 US-76, Marion, SC 29571, USA","http://www.marionsc.org/"
"Marion","VA","36.8373932","-81.5156636","5751","","5","Marion town","49464","160","43","Town of Marion","Municipal building, 138 W Main St, Marion, VA 24354, USA","http://www.marionva.org"
"Marlboro","SC","34.60167","-79.6794351","26667","69","5","Marlboro County","","50","06","Marlboro County","205 E Market St, Bennettsville, SC 29512, USA","https://marlborocounty.sc.gov/"
"Marquette","MI","46.5506978","-87.3958333","20629","","3","Marquette city","51900","160","25","City of Marquette","Marquette City Hall, 300 W Baraga Ave, Marquette, MI 49855, USA","https://www.marquettemi.gov/"
"Martinsville","VA","36.6835269","-79.8636475","13485","","5","Martinsville city","49784","160","25","City of Martinsville","","https://www.martinsville-va.gov/"
"Mathews","VA","37.4253479","-76.2688078","8533","115","5","Mathews County","","50","06","Mathews County","","http://www.mathewscountyva.gov/"
"Mauldin","SC","34.7806465","-82.3049525","24724","","5","Mauldin city","45115","160","25","City of Mauldin","5 E Butler Rd, Mauldin, SC 29662, USA","https://cityofmauldin.org/"
